T (K),P (kPa),Vapor fract
0,11782,0.0
6,11782,0.0
12,11782,0.0
18,11782,0.0
24,11782,0.0
30,11782,0.0
36,11782,0.0
42,11782,0.0
48,11782,0.0
54,11782,0.0
60,11782,0.0
66,11782,0.0
72,11782,0.0
78,11782,0.0
84,11782,0.0
90,11782,0.0
96,11782,0.0
0,11901,0.0
6,11901,0.0
12,11901,0.0
18,11901,0.0
24,11901,0.0
30,11901,0.0
36,11901,0.0
42,11901,0.0
48,11901,0.0
54,11901,0.0
60,11901,0.0
66,11901,0.0
72,11901,0.0
78,11901,0.0
84,11901,0.0
90,11901,0.0
96,11901,0.0
