T (K),P (kPa),Vapor fract
492,3452,1.0
498,3452,1.0
504,3452,1.0
510,3452,1.0
516,3452,1.0
522,3452,1.0
528,3452,1.0
534,3452,1.0
540,3452,1.0
546,3452,1.0
552,3452,1.0
558,3452,1.0
564,3452,1.0
570,3452,1.0
576,3452,1.0
582,3452,1.0
588,3452,1.0
594,3452,1.0
300,3571,1.0
306,3571,1.0
312,3571,1.0
318,3571,1.0
324,3571,1.0
330,3571,1.0
336,3571,1.0
342,3571,1.0
348,3571,1.0
354,3571,1.0
360,3571,1.0
366,3571,1.0
372,3571,1.0
378,3571,1.0
384,3571,1.0
390,3571,1.0
396,3571,1.0
402,3571,1.0
408,3571,1.0
414,3571,1.0
420,3571,1.0
426,3571,1.0
432,3571,1.0
438,3571,1.0
444,3571,1.0
450,3571,1.0
456,3571,1.0
462,3571,1.0
468,3571,1.0
474,3571,1.0
480,3571,1.0
486,3571,1.0
492,3571,1.0
498,3571,1.0
504,3571,1.0
510,3571,1.0
516,3571,1.0
522,3571,1.0
528,3571,1.0
534,3571,1.0
540,3571,1.0
546,3571,1.0
552,3571,1.0
558,3571,1.0
564,3571,1.0
570,3571,1.0
576,3571,1.0
582,3571,1.0
588,3571,1.0
594,3571,1.0
300,3690,1.0
306,3690,1.0
312,3690,1.0
318,3690,1.0
324,3690,1.0
330,3690,1.0
336,3690,1.0
342,3690,1.0
348,3690,1.0
354,3690,1.0
360,3690,1.0
366,3690,1.0
372,3690,1.0
378,3690,1.0
384,3690,1.0
390,3690,1.0
396,3690,1.0
402,3690,1.0
408,3690,1.0
414,3690,1.0
420,3690,1.0
426,3690,1.0
432,3690,1.0
438,3690,1.0
444,3690,1.0
450,3690,1.0
456,3690,1.0
462,3690,1.0
468,3690,1.0
474,3690,1.0
480,3690,1.0
486,3690,1.0
492,3690,1.0
498,3690,1.0
504,3690,1.0
510,3690,1.0
516,3690,1.0
522,3690,1.0
528,3690,1.0
534,3690,1.0
540,3690,1.0
546,3690,1.0
552,3690,1.0
558,3690,1.0
564,3690,1.0
570,3690,1.0
576,3690,1.0
582,3690,1.0
588,3690,1.0
594,3690,1.0
300,3809,1.0
306,3809,1.0
312,3809,1.0
318,3809,1.0
324,3809,1.0
330,3809,1.0
336,3809,1.0
342,3809,1.0
348,3809,1.0
354,3809,1.0
360,3809,1.0
366,3809,1.0
372,3809,1.0
378,3809,1.0
384,3809,1.0
390,3809,1.0
396,3809,1.0
402,3809,1.0
408,3809,1.0
414,3809,1.0
420,3809,1.0
426,3809,1.0
432,3809,1.0
438,3809,1.0
444,3809,1.0
450,3809,1.0
456,3809,1.0
462,3809,1.0
468,3809,1.0
474,3809,1.0
480,3809,1.0
486,3809,1.0
492,3809,1.0
498,3809,1.0
504,3809,1.0
510,3809,1.0
516,3809,1.0
522,3809,1.0
528,3809,1.0
534,3809,1.0
540,3809,1.0
546,3809,1.0
552,3809,1.0
558,3809,1.0
564,3809,1.0
570,3809,1.0
576,3809,1.0
582,3809,1.0
588,3809,1.0
594,3809,1.0
300,3928,1.0
306,3928,1.0
312,3928,1.0
318,3928,1.0
324,3928,1.0
330,3928,1.0
336,3928,1.0
342,3928,1.0
348,3928,1.0
354,3928,1.0
360,3928,1.0
366,3928,1.0
372,3928,1.0
378,3928,1.0
384,3928,1.0
390,3928,1.0
396,3928,1.0
402,3928,1.0
408,3928,1.0
414,3928,1.0
420,3928,1.0
426,3928,1.0
432,3928,1.0
438,3928,1.0
444,3928,1.0
450,3928,1.0
456,3928,1.0
462,3928,1.0
468,3928,1.0
474,3928,1.0
480,3928,1.0
486,3928,1.0
492,3928,1.0
498,3928,1.0
504,3928,1.0
510,3928,1.0
516,3928,1.0
522,3928,1.0
528,3928,1.0
534,3928,1.0
540,3928,1.0
546,3928,1.0
552,3928,1.0
558,3928,1.0
564,3928,1.0
570,3928,1.0
576,3928,1.0
582,3928,1.0
588,3928,1.0
594,3928,1.0
300,4047,1.0
306,4047,1.0
312,4047,1.0
318,4047,1.0
324,4047,1.0
330,4047,1.0
336,4047,1.0
342,4047,1.0
348,4047,1.0
354,4047,1.0
360,4047,1.0
366,4047,1.0
372,4047,1.0
378,4047,1.0
384,4047,1.0
390,4047,1.0
396,4047,1.0
402,4047,1.0
408,4047,1.0
414,4047,1.0
420,4047,1.0
426,4047,1.0
432,4047,1.0
438,4047,1.0
444,4047,1.0
450,4047,1.0
456,4047,1.0
462,4047,1.0
468,4047,1.0
474,4047,1.0
480,4047,1.0
486,4047,1.0
492,4047,1.0
498,4047,1.0
504,4047,1.0
510,4047,1.0
516,4047,1.0
522,4047,1.0
528,4047,1.0
534,4047,1.0
540,4047,1.0
546,4047,1.0
552,4047,1.0
558,4047,1.0
564,4047,1.0
570,4047,1.0
576,4047,1.0
582,4047,1.0
588,4047,1.0
594,4047,1.0
300,4166,1.0
306,4166,1.0
312,4166,1.0
318,4166,1.0
324,4166,1.0
330,4166,1.0
336,4166,1.0
342,4166,1.0
348,4166,1.0
354,4166,1.0
360,4166,1.0
366,4166,1.0
372,4166,1.0
378,4166,1.0
384,4166,1.0
390,4166,1.0
396,4166,1.0
402,4166,1.0
408,4166,1.0
414,4166,1.0
420,4166,1.0
426,4166,1.0
432,4166,1.0
438,4166,1.0
444,4166,1.0
450,4166,1.0
456,4166,1.0
462,4166,1.0
468,4166,1.0
474,4166,1.0
480,4166,1.0
486,4166,1.0
492,4166,1.0
498,4166,1.0
504,4166,1.0
510,4166,1.0
516,4166,1.0
522,4166,1.0
528,4166,1.0
534,4166,1.0
540,4166,1.0
546,4166,1.0
552,4166,1.0
558,4166,1.0
564,4166,1.0
570,4166,1.0
576,4166,1.0
582,4166,1.0
588,4166,1.0
594,4166,1.0
300,4285,1.0
306,4285,1.0
312,4285,1.0
318,4285,1.0
324,4285,1.0
330,4285,1.0
336,4285,1.0
342,4285,1.0
348,4285,1.0
354,4285,1.0
360,4285,1.0
366,4285,1.0
372,4285,1.0
378,4285,1.0
384,4285,1.0
390,4285,1.0
396,4285,1.0
402,4285,1.0
408,4285,1.0
414,4285,1.0
420,4285,1.0
426,4285,1.0
432,4285,1.0
438,4285,1.0
444,4285,1.0
450,4285,1.0
456,4285,1.0
462,4285,1.0
468,4285,1.0
474,4285,1.0
480,4285,1.0
486,4285,1.0
492,4285,1.0
498,4285,1.0
504,4285,1.0
510,4285,1.0
516,4285,1.0
522,4285,1.0
528,4285,1.0
534,4285,1.0
540,4285,1.0
546,4285,1.0
552,4285,1.0
558,4285,1.0
564,4285,1.0
570,4285,1.0
576,4285,1.0
582,4285,1.0
588,4285,1.0
594,4285,1.0
300,4404,1.0
306,4404,1.0
312,4404,1.0
318,4404,1.0
324,4404,1.0
330,4404,1.0
336,4404,1.0
342,4404,1.0
348,4404,1.0
354,4404,1.0
360,4404,1.0
366,4404,1.0
372,4404,1.0
378,4404,1.0
384,4404,1.0
390,4404,1.0
396,4404,1.0
402,4404,1.0
408,4404,1.0
414,4404,1.0
420,4404,1.0
426,4404,1.0
432,4404,1.0
438,4404,1.0
444,4404,1.0
450,4404,1.0
456,4404,1.0
462,4404,1.0
468,4404,1.0
474,4404,1.0
480,4404,1.0
486,4404,1.0
492,4404,1.0
498,4404,1.0
504,4404,1.0
510,4404,1.0
516,4404,1.0
522,4404,1.0
528,4404,1.0
534,4404,1.0
540,4404,1.0
546,4404,1.0
552,4404,1.0
558,4404,1.0
564,4404,1.0
570,4404,1.0
576,4404,1.0
582,4404,1.0
588,4404,1.0
594,4404,1.0
300,4523,1.0
306,4523,1.0
312,4523,1.0
318,4523,1.0
324,4523,1.0
330,4523,1.0
336,4523,1.0
342,4523,1.0
348,4523,1.0
354,4523,1.0
360,4523,1.0
366,4523,1.0
372,4523,1.0
378,4523,1.0
384,4523,1.0
390,4523,1.0
396,4523,1.0
402,4523,1.0
408,4523,1.0
414,4523,1.0
420,4523,1.0
426,4523,1.0
432,4523,1.0
438,4523,1.0
444,4523,1.0
450,4523,1.0
456,4523,1.0
462,4523,1.0
468,4523,1.0
474,4523,1.0
480,4523,1.0
486,4523,1.0
492,4523,1.0
498,4523,1.0
504,4523,1.0
510,4523,1.0
516,4523,1.0
522,4523,1.0
528,4523,1.0
534,4523,1.0
540,4523,1.0
546,4523,1.0
552,4523,1.0
558,4523,1.0
564,4523,1.0
570,4523,1.0
576,4523,1.0
582,4523,1.0
588,4523,1.0
594,4523,1.0
300,4642,1.0
306,4642,1.0
312,4642,1.0
318,4642,1.0
324,4642,1.0
330,4642,1.0
336,4642,1.0
342,4642,1.0
348,4642,1.0
354,4642,1.0
360,4642,1.0
366,4642,1.0
372,4642,1.0
378,4642,1.0
384,4642,1.0
390,4642,1.0
396,4642,1.0
402,4642,1.0
408,4642,1.0
414,4642,1.0
420,4642,1.0
426,4642,1.0
432,4642,1.0
438,4642,1.0
444,4642,1.0
450,4642,1.0
456,4642,1.0
462,4642,1.0
468,4642,1.0
474,4642,1.0
480,4642,1.0
486,4642,1.0
492,4642,1.0
498,4642,1.0
504,4642,1.0
510,4642,1.0
516,4642,1.0
522,4642,1.0
528,4642,1.0
534,4642,1.0
540,4642,1.0
546,4642,1.0
552,4642,1.0
558,4642,1.0
564,4642,1.0
570,4642,1.0
576,4642,1.0
582,4642,1.0
588,4642,1.0
594,4642,1.0
306,4761,1.0
312,4761,1.0
318,4761,1.0
324,4761,1.0
330,4761,1.0
336,4761,1.0
342,4761,1.0
348,4761,1.0
354,4761,1.0
360,4761,1.0
366,4761,1.0
372,4761,1.0
378,4761,1.0
384,4761,1.0
390,4761,1.0
396,4761,1.0
402,4761,1.0
408,4761,1.0
414,4761,1.0
420,4761,1.0
426,4761,1.0
432,4761,1.0
438,4761,1.0
444,4761,1.0
450,4761,1.0
456,4761,1.0
462,4761,1.0
468,4761,1.0
474,4761,1.0
480,4761,1.0
486,4761,1.0
492,4761,1.0
498,4761,1.0
504,4761,1.0
510,4761,1.0
516,4761,1.0
522,4761,1.0
528,4761,1.0
534,4761,1.0
540,4761,1.0
546,4761,1.0
552,4761,1.0
558,4761,1.0
564,4761,1.0
570,4761,1.0
576,4761,1.0
582,4761,1.0
588,4761,1.0
594,4761,1.0
306,4880,1.0
312,4880,1.0
318,4880,1.0
324,4880,1.0
330,4880,1.0
336,4880,1.0
342,4880,1.0
348,4880,1.0
354,4880,1.0
360,4880,1.0
366,4880,1.0
372,4880,1.0
378,4880,1.0
384,4880,1.0
390,4880,1.0
396,4880,1.0
402,4880,1.0
408,4880,1.0
414,4880,1.0
420,4880,1.0
426,4880,1.0
432,4880,1.0
438,4880,1.0
444,4880,1.0
450,4880,1.0
456,4880,1.0
462,4880,1.0
468,4880,1.0
474,4880,1.0
480,4880,1.0
486,4880,1.0
492,4880,1.0
498,4880,1.0
504,4880,1.0
510,4880,1.0
516,4880,1.0
522,4880,1.0
528,4880,1.0
534,4880,1.0
540,4880,1.0
546,4880,1.0
552,4880,1.0
558,4880,1.0
564,4880,1.0
570,4880,1.0
576,4880,1.0
582,4880,1.0
588,4880,1.0
594,4880,1.0
306,4999,1.0
312,4999,1.0
318,4999,1.0
324,4999,1.0
330,4999,1.0
336,4999,1.0
342,4999,1.0
348,4999,1.0
354,4999,1.0
360,4999,1.0
366,4999,1.0
372,4999,1.0
378,4999,1.0
384,4999,1.0
390,4999,1.0
396,4999,1.0
402,4999,1.0
408,4999,1.0
414,4999,1.0
420,4999,1.0
426,4999,1.0
432,4999,1.0
438,4999,1.0
444,4999,1.0
450,4999,1.0
456,4999,1.0
462,4999,1.0
468,4999,1.0
474,4999,1.0
480,4999,1.0
486,4999,1.0
492,4999,1.0
498,4999,1.0
504,4999,1.0
510,4999,1.0
516,4999,1.0
522,4999,1.0
528,4999,1.0
534,4999,1.0
540,4999,1.0
546,4999,1.0
552,4999,1.0
558,4999,1.0
564,4999,1.0
570,4999,1.0
576,4999,1.0
582,4999,1.0
588,4999,1.0
594,4999,1.0
306,5118,1.0
312,5118,1.0
318,5118,1.0
324,5118,1.0
330,5118,1.0
336,5118,1.0
342,5118,1.0
348,5118,1.0
354,5118,1.0
360,5118,1.0
366,5118,1.0
372,5118,1.0
378,5118,1.0
384,5118,1.0
390,5118,1.0
396,5118,1.0
402,5118,1.0
408,5118,1.0
414,5118,1.0
420,5118,1.0
426,5118,1.0
432,5118,1.0
438,5118,1.0
444,5118,1.0
450,5118,1.0
456,5118,1.0
462,5118,1.0
468,5118,1.0
474,5118,1.0
480,5118,1.0
486,5118,1.0
492,5118,1.0
498,5118,1.0
504,5118,1.0
510,5118,1.0
516,5118,1.0
522,5118,1.0
528,5118,1.0
534,5118,1.0
540,5118,1.0
546,5118,1.0
552,5118,1.0
558,5118,1.0
564,5118,1.0
570,5118,1.0
576,5118,1.0
582,5118,1.0
588,5118,1.0
594,5118,1.0
306,5237,1.0
312,5237,1.0
318,5237,1.0
324,5237,1.0
330,5237,1.0
336,5237,1.0
342,5237,1.0
348,5237,1.0
354,5237,1.0
360,5237,1.0
366,5237,1.0
372,5237,1.0
378,5237,1.0
384,5237,1.0
390,5237,1.0
396,5237,1.0
402,5237,1.0
408,5237,1.0
414,5237,1.0
420,5237,1.0
426,5237,1.0
432,5237,1.0
438,5237,1.0
444,5237,1.0
450,5237,1.0
456,5237,1.0
462,5237,1.0
468,5237,1.0
474,5237,1.0
480,5237,1.0
486,5237,1.0
492,5237,1.0
498,5237,1.0
504,5237,1.0
510,5237,1.0
516,5237,1.0
522,5237,1.0
528,5237,1.0
534,5237,1.0
540,5237,1.0
546,5237,1.0
552,5237,1.0
558,5237,1.0
564,5237,1.0
570,5237,1.0
576,5237,1.0
582,5237,1.0
588,5237,1.0
594,5237,1.0
306,5356,1.0
312,5356,1.0
318,5356,1.0
324,5356,1.0
330,5356,1.0
336,5356,1.0
342,5356,1.0
348,5356,1.0
354,5356,1.0
360,5356,1.0
366,5356,1.0
372,5356,1.0
378,5356,1.0
384,5356,1.0
390,5356,1.0
396,5356,1.0
402,5356,1.0
408,5356,1.0
414,5356,1.0
420,5356,1.0
426,5356,1.0
432,5356,1.0
438,5356,1.0
444,5356,1.0
450,5356,1.0
456,5356,1.0
462,5356,1.0
468,5356,1.0
474,5356,1.0
480,5356,1.0
486,5356,1.0
492,5356,1.0
498,5356,1.0
504,5356,1.0
510,5356,1.0
516,5356,1.0
522,5356,1.0
528,5356,1.0
534,5356,1.0
540,5356,1.0
546,5356,1.0
552,5356,1.0
558,5356,1.0
564,5356,1.0
570,5356,1.0
576,5356,1.0
582,5356,1.0
588,5356,1.0
594,5356,1.0
306,5475,1.0
312,5475,1.0
318,5475,1.0
324,5475,1.0
330,5475,1.0
336,5475,1.0
342,5475,1.0
348,5475,1.0
354,5475,1.0
360,5475,1.0
366,5475,1.0
372,5475,1.0
378,5475,1.0
384,5475,1.0
390,5475,1.0
396,5475,1.0
402,5475,1.0
408,5475,1.0
414,5475,1.0
420,5475,1.0
426,5475,1.0
432,5475,1.0
438,5475,1.0
444,5475,1.0
450,5475,1.0
456,5475,1.0
462,5475,1.0
468,5475,1.0
474,5475,1.0
480,5475,1.0
486,5475,1.0
492,5475,1.0
498,5475,1.0
504,5475,1.0
510,5475,1.0
516,5475,1.0
522,5475,1.0
528,5475,1.0
534,5475,1.0
540,5475,1.0
546,5475,1.0
552,5475,1.0
558,5475,1.0
564,5475,1.0
570,5475,1.0
576,5475,1.0
582,5475,1.0
588,5475,1.0
594,5475,1.0
306,5594,1.0
312,5594,1.0
318,5594,1.0
324,5594,1.0
330,5594,1.0
336,5594,1.0
342,5594,1.0
348,5594,1.0
354,5594,1.0
360,5594,1.0
366,5594,1.0
372,5594,1.0
378,5594,1.0
384,5594,1.0
390,5594,1.0
396,5594,1.0
402,5594,1.0
408,5594,1.0
414,5594,1.0
420,5594,1.0
426,5594,1.0
432,5594,1.0
438,5594,1.0
444,5594,1.0
450,5594,1.0
456,5594,1.0
462,5594,1.0
468,5594,1.0
474,5594,1.0
480,5594,1.0
486,5594,1.0
492,5594,1.0
498,5594,1.0
504,5594,1.0
510,5594,1.0
516,5594,1.0
522,5594,1.0
528,5594,1.0
534,5594,1.0
540,5594,1.0
546,5594,1.0
552,5594,1.0
558,5594,1.0
564,5594,1.0
570,5594,1.0
576,5594,1.0
582,5594,1.0
588,5594,1.0
594,5594,1.0
306,5713,1.0
312,5713,1.0
318,5713,1.0
324,5713,1.0
330,5713,1.0
336,5713,1.0
342,5713,1.0
348,5713,1.0
354,5713,1.0
360,5713,1.0
366,5713,1.0
372,5713,1.0
378,5713,1.0
384,5713,1.0
390,5713,1.0
396,5713,1.0
402,5713,1.0
408,5713,1.0
414,5713,1.0
420,5713,1.0
426,5713,1.0
432,5713,1.0
438,5713,1.0
444,5713,1.0
450,5713,1.0
456,5713,1.0
462,5713,1.0
468,5713,1.0
474,5713,1.0
480,5713,1.0
486,5713,1.0
492,5713,1.0
498,5713,1.0
504,5713,1.0
510,5713,1.0
516,5713,1.0
522,5713,1.0
528,5713,1.0
534,5713,1.0
540,5713,1.0
546,5713,1.0
552,5713,1.0
558,5713,1.0
564,5713,1.0
570,5713,1.0
576,5713,1.0
582,5713,1.0
588,5713,1.0
594,5713,1.0
306,5832,1.0
312,5832,1.0
318,5832,1.0
324,5832,1.0
330,5832,1.0
336,5832,1.0
342,5832,1.0
348,5832,1.0
354,5832,1.0
360,5832,1.0
366,5832,1.0
372,5832,1.0
378,5832,1.0
384,5832,1.0
390,5832,1.0
396,5832,1.0
402,5832,1.0
408,5832,1.0
414,5832,1.0
420,5832,1.0
426,5832,1.0
432,5832,1.0
438,5832,1.0
444,5832,1.0
450,5832,1.0
456,5832,1.0
462,5832,1.0
468,5832,1.0
474,5832,1.0
480,5832,1.0
486,5832,1.0
492,5832,1.0
498,5832,1.0
504,5832,1.0
510,5832,1.0
516,5832,1.0
522,5832,1.0
528,5832,1.0
534,5832,1.0
540,5832,1.0
546,5832,1.0
552,5832,1.0
558,5832,1.0
564,5832,1.0
570,5832,1.0
576,5832,1.0
582,5832,1.0
588,5832,1.0
594,5832,1.0
306,5951,1.0
312,5951,1.0
318,5951,1.0
324,5951,1.0
330,5951,1.0
336,5951,1.0
342,5951,1.0
348,5951,1.0
354,5951,1.0
360,5951,1.0
366,5951,1.0
372,5951,1.0
378,5951,1.0
384,5951,1.0
390,5951,1.0
396,5951,1.0
402,5951,1.0
408,5951,1.0
414,5951,1.0
420,5951,1.0
426,5951,1.0
432,5951,1.0
438,5951,1.0
444,5951,1.0
450,5951,1.0
456,5951,1.0
462,5951,1.0
468,5951,1.0
474,5951,1.0
480,5951,1.0
486,5951,1.0
492,5951,1.0
498,5951,1.0
504,5951,1.0
510,5951,1.0
516,5951,1.0
522,5951,1.0
528,5951,1.0
534,5951,1.0
540,5951,1.0
546,5951,1.0
552,5951,1.0
558,5951,1.0
564,5951,1.0
570,5951,1.0
576,5951,1.0
582,5951,1.0
588,5951,1.0
594,5951,1.0
306,6070,1.0
312,6070,1.0
318,6070,1.0
324,6070,1.0
330,6070,1.0
336,6070,1.0
342,6070,1.0
348,6070,1.0
354,6070,1.0
360,6070,1.0
366,6070,1.0
372,6070,1.0
378,6070,1.0
384,6070,1.0
390,6070,1.0
396,6070,1.0
402,6070,1.0
408,6070,1.0
414,6070,1.0
420,6070,1.0
426,6070,1.0
432,6070,1.0
438,6070,1.0
444,6070,1.0
450,6070,1.0
456,6070,1.0
462,6070,1.0
468,6070,1.0
474,6070,1.0
480,6070,1.0
486,6070,1.0
492,6070,1.0
498,6070,1.0
504,6070,1.0
510,6070,1.0
516,6070,1.0
522,6070,1.0
528,6070,1.0
534,6070,1.0
540,6070,1.0
546,6070,1.0
552,6070,1.0
558,6070,1.0
564,6070,1.0
570,6070,1.0
576,6070,1.0
582,6070,1.0
588,6070,1.0
594,6070,1.0
312,6189,1.0
318,6189,1.0
324,6189,1.0
330,6189,1.0
336,6189,1.0
342,6189,1.0
348,6189,1.0
354,6189,1.0
360,6189,1.0
366,6189,1.0
372,6189,1.0
378,6189,1.0
384,6189,1.0
390,6189,1.0
396,6189,1.0
402,6189,1.0
408,6189,1.0
414,6189,1.0
420,6189,1.0
426,6189,1.0
432,6189,1.0
438,6189,1.0
444,6189,1.0
450,6189,1.0
456,6189,1.0
462,6189,1.0
468,6189,1.0
474,6189,1.0
480,6189,1.0
486,6189,1.0
492,6189,1.0
498,6189,1.0
504,6189,1.0
510,6189,1.0
516,6189,1.0
522,6189,1.0
528,6189,1.0
534,6189,1.0
540,6189,1.0
546,6189,1.0
552,6189,1.0
558,6189,1.0
564,6189,1.0
570,6189,1.0
576,6189,1.0
582,6189,1.0
588,6189,1.0
594,6189,1.0
312,6308,1.0
318,6308,1.0
324,6308,1.0
330,6308,1.0
336,6308,1.0
342,6308,1.0
348,6308,1.0
354,6308,1.0
360,6308,1.0
366,6308,1.0
372,6308,1.0
378,6308,1.0
384,6308,1.0
390,6308,1.0
396,6308,1.0
402,6308,1.0
408,6308,1.0
414,6308,1.0
420,6308,1.0
426,6308,1.0
432,6308,1.0
438,6308,1.0
444,6308,1.0
450,6308,1.0
456,6308,1.0
462,6308,1.0
468,6308,1.0
474,6308,1.0
480,6308,1.0
486,6308,1.0
492,6308,1.0
498,6308,1.0
504,6308,1.0
510,6308,1.0
516,6308,1.0
522,6308,1.0
528,6308,1.0
534,6308,1.0
540,6308,1.0
546,6308,1.0
552,6308,1.0
558,6308,1.0
564,6308,1.0
570,6308,1.0
576,6308,1.0
582,6308,1.0
588,6308,1.0
594,6308,1.0
312,6427,1.0
318,6427,1.0
324,6427,1.0
330,6427,1.0
336,6427,1.0
342,6427,1.0
348,6427,1.0
354,6427,1.0
360,6427,1.0
366,6427,1.0
372,6427,1.0
378,6427,1.0
384,6427,1.0
390,6427,1.0
396,6427,1.0
402,6427,1.0
408,6427,1.0
414,6427,1.0
420,6427,1.0
426,6427,1.0
432,6427,1.0
438,6427,1.0
444,6427,1.0
450,6427,1.0
456,6427,1.0
462,6427,1.0
468,6427,1.0
474,6427,1.0
480,6427,1.0
486,6427,1.0
492,6427,1.0
498,6427,1.0
504,6427,1.0
510,6427,1.0
516,6427,1.0
522,6427,1.0
528,6427,1.0
534,6427,1.0
540,6427,1.0
546,6427,1.0
552,6427,1.0
558,6427,1.0
564,6427,1.0
570,6427,1.0
576,6427,1.0
582,6427,1.0
588,6427,1.0
594,6427,1.0
312,6546,1.0
318,6546,1.0
324,6546,1.0
330,6546,1.0
336,6546,1.0
342,6546,1.0
348,6546,1.0
354,6546,1.0
360,6546,1.0
366,6546,1.0
372,6546,1.0
378,6546,1.0
384,6546,1.0
390,6546,1.0
396,6546,1.0
402,6546,1.0
408,6546,1.0
414,6546,1.0
420,6546,1.0
426,6546,1.0
432,6546,1.0
438,6546,1.0
444,6546,1.0
450,6546,1.0
456,6546,1.0
462,6546,1.0
468,6546,1.0
474,6546,1.0
480,6546,1.0
486,6546,1.0
492,6546,1.0
498,6546,1.0
504,6546,1.0
510,6546,1.0
516,6546,1.0
522,6546,1.0
528,6546,1.0
534,6546,1.0
540,6546,1.0
546,6546,1.0
552,6546,1.0
558,6546,1.0
564,6546,1.0
570,6546,1.0
576,6546,1.0
582,6546,1.0
588,6546,1.0
594,6546,1.0
312,6665,1.0
318,6665,1.0
324,6665,1.0
330,6665,1.0
336,6665,1.0
342,6665,1.0
348,6665,1.0
354,6665,1.0
360,6665,1.0
366,6665,1.0
372,6665,1.0
378,6665,1.0
384,6665,1.0
390,6665,1.0
396,6665,1.0
402,6665,1.0
408,6665,1.0
414,6665,1.0
420,6665,1.0
426,6665,1.0
432,6665,1.0
438,6665,1.0
444,6665,1.0
450,6665,1.0
456,6665,1.0
462,6665,1.0
468,6665,1.0
474,6665,1.0
480,6665,1.0
486,6665,1.0
492,6665,1.0
498,6665,1.0
504,6665,1.0
510,6665,1.0
516,6665,1.0
522,6665,1.0
528,6665,1.0
534,6665,1.0
540,6665,1.0
546,6665,1.0
552,6665,1.0
558,6665,1.0
564,6665,1.0
570,6665,1.0
576,6665,1.0
582,6665,1.0
588,6665,1.0
594,6665,1.0
312,6784,1.0
318,6784,1.0
324,6784,1.0
330,6784,1.0
336,6784,1.0
342,6784,1.0
348,6784,1.0
354,6784,1.0
360,6784,1.0
366,6784,1.0
372,6784,1.0
378,6784,1.0
384,6784,1.0
390,6784,1.0
396,6784,1.0
402,6784,1.0
408,6784,1.0
414,6784,1.0
420,6784,1.0
426,6784,1.0
432,6784,1.0
438,6784,1.0
444,6784,1.0
450,6784,1.0
456,6784,1.0
462,6784,1.0
468,6784,1.0
474,6784,1.0
480,6784,1.0
486,6784,1.0
492,6784,1.0
498,6784,1.0
504,6784,1.0
510,6784,1.0
516,6784,1.0
522,6784,1.0
528,6784,1.0
534,6784,1.0
540,6784,1.0
546,6784,1.0
552,6784,1.0
558,6784,1.0
564,6784,1.0
570,6784,1.0
576,6784,1.0
582,6784,1.0
588,6784,1.0
594,6784,1.0
312,6903,1.0
318,6903,1.0
324,6903,1.0
330,6903,1.0
336,6903,1.0
342,6903,1.0
348,6903,1.0
354,6903,1.0
360,6903,1.0
366,6903,1.0
372,6903,1.0
378,6903,1.0
384,6903,1.0
390,6903,1.0
396,6903,1.0
402,6903,1.0
408,6903,1.0
414,6903,1.0
420,6903,1.0
426,6903,1.0
432,6903,1.0
438,6903,1.0
444,6903,1.0
450,6903,1.0
456,6903,1.0
462,6903,1.0
468,6903,1.0
474,6903,1.0
480,6903,1.0
486,6903,1.0
492,6903,1.0
498,6903,1.0
504,6903,1.0
510,6903,1.0
516,6903,1.0
522,6903,1.0
528,6903,1.0
534,6903,1.0
540,6903,1.0
546,6903,1.0
552,6903,1.0
558,6903,1.0
564,6903,1.0
570,6903,1.0
576,6903,1.0
582,6903,1.0
588,6903,1.0
594,6903,1.0
312,7022,1.0
318,7022,1.0
324,7022,1.0
330,7022,1.0
336,7022,1.0
342,7022,1.0
348,7022,1.0
354,7022,1.0
360,7022,1.0
366,7022,1.0
372,7022,1.0
378,7022,1.0
384,7022,1.0
390,7022,1.0
396,7022,1.0
402,7022,1.0
408,7022,1.0
414,7022,1.0
420,7022,1.0
426,7022,1.0
432,7022,1.0
438,7022,1.0
444,7022,1.0
450,7022,1.0
456,7022,1.0
462,7022,1.0
468,7022,1.0
474,7022,1.0
480,7022,1.0
486,7022,1.0
492,7022,1.0
498,7022,1.0
504,7022,1.0
510,7022,1.0
516,7022,1.0
522,7022,1.0
528,7022,1.0
534,7022,1.0
540,7022,1.0
546,7022,1.0
552,7022,1.0
558,7022,1.0
564,7022,1.0
570,7022,1.0
576,7022,1.0
582,7022,1.0
588,7022,1.0
594,7022,1.0
312,7141,1.0
318,7141,1.0
324,7141,1.0
330,7141,1.0
336,7141,1.0
342,7141,1.0
348,7141,1.0
354,7141,1.0
360,7141,1.0
366,7141,1.0
372,7141,1.0
378,7141,1.0
384,7141,1.0
390,7141,1.0
396,7141,1.0
402,7141,1.0
408,7141,1.0
414,7141,1.0
420,7141,1.0
426,7141,1.0
432,7141,1.0
438,7141,1.0
444,7141,1.0
450,7141,1.0
456,7141,1.0
462,7141,1.0
468,7141,1.0
474,7141,1.0
480,7141,1.0
486,7141,1.0
492,7141,1.0
498,7141,1.0
504,7141,1.0
510,7141,1.0
516,7141,1.0
522,7141,1.0
528,7141,1.0
534,7141,1.0
540,7141,1.0
546,7141,1.0
552,7141,1.0
558,7141,1.0
564,7141,1.0
570,7141,1.0
576,7141,1.0
582,7141,1.0
588,7141,1.0
594,7141,1.0
312,7260,1.0
318,7260,1.0
324,7260,1.0
330,7260,1.0
336,7260,1.0
342,7260,1.0
348,7260,1.0
354,7260,1.0
360,7260,1.0
366,7260,1.0
372,7260,1.0
378,7260,1.0
384,7260,1.0
390,7260,1.0
396,7260,1.0
